chrom	start	end	sample	gt	supporting_sites	sites	DP	switches	CIGAR
X	4864726	7615751	E55	1	907	909	2.72216097023	2	R567A2R340
X	7632333	17717342	E55	2	2594	2602	2.72860447186	16	A323R1A203R1A183R1A1R1A345R1A315R1A444R1A671R1A109
I	855	15047468	E560	1	2046	2047	1.96480938416	2	R1187A1R859
II	943	15276725	E560	1	3602	3611	1.84841754581	12	R106A1R2A3R174A1R1676A1R3A1R193A2R1448
III	3683	10944883	E560	1	1670	1671	2.00838323353	2	R1124A1R546
III	11015695	13780512	E560	2	221	222	2.23981900452	2	A11R1A210
IV	68361	980580	E560	2	25	25	2.0	0	A25
IV	992909	17491610	E560	1	2202	2210	2.24750227066	14	R858A2R145A1R64A1R4A1R159A1R39A1R111A1R822
V	396	16141809	E560	1	5124	5138	2.08255269321	16	R43A5R846A2R1A1R1A1R1515A1R158A1R135A1R943A2R1482
V	16164649	20912335	E560	2	1677	1686	2.01132975552	16	A324R1A555R1A33R1A137R1A40R1A58R1A21R1A112R2A397
X	25222	8692968	E560	2	1013	1020	2.11846001974	14	A17R1A132R1A60R1A237R1A1R1A140R1A418R1A8
X	8727648	17717342	E560	1	1064	1068	2.14661654135	6	R153A2R867A1R26A1R18
I	1222	11726098	E563	2	1686	1715	2.05871886121	38	A60R1A238R1A3R1A53R1A9R3A10R1A13R1A51R1A129R4A56R2A57R1A149R1A423R1A107R1A27R2A99R1A105R3A2R1A42R2A53
I	11741937	15059494	E563	1	1196	1198	1.90635451505	2	R787A2R409
II	6368	15276725	E563	1	5918	5943	2.10206150727	24	R155A3R369A2R1065A1R303A2R2A5R429A1R1018A1R295A1R20A1R718A1R961A5R10A2R573
III	3773	13783502	E563	1	3312	3321	2.3556763285	6	R1631A1R4A7R459A1R1218
IV	308707	17490756	E563	1	3911	3940	2.38532344669	14	R566A2R1A2R451A2R14A5R750A5R114A2R121A11R1894
V	396	805059	E563	1	915	916	2.2131147541	2	R421A1R494
V	814661	18717490	E563	2	6919	6977	2.47449053331	62	A10R2A97R1A480R1A24R2A267R1A350R1A20R1A40R1A484R1A140R1A3R1A86R1A71R1A8R1A1940R1A163R1A229R5A316R2A43R5A87R1A524R1A174R2A469R1A201R1A1R1A69R1A206R1A63R1A2R2A31R7A64R9A257
V	18734720	19806719	E563	1	645	646	2.56744186047	2	R158A1R487
V	19809649	20012773	E563	2	97	98	3.74226804124	2	A17R1A80
V	20018976	20923490	E563	1	982	982	2.58044806517	0	R982
X	5163	4754337	E563	1	1013	1016	2.2912142152	6	R421A1R4A1R40A1R548
X	4764698	4864303	E563	2	34	34	3.5	0	A34
X	4870099	17709225	E563	1	2461	2466	2.31369362048	6	R343A1R742A2R257A2R1119
I	1222	15037320	E564	1	3513	3519	2.15200683177	6	R694A4R1A1R1304A1R1514
II	20291	15276386	E564	1	6467	6506	2.29890211845	34	R220A1R1A2R345A1R969A5R14A2R4A7R5A3R487A2R70A1R83A1R478A1R1092A1R227A1R259A1R417A1R936A2R237A7R623
III	3790	1657088	E564	2	880	884	2.60113636364	6	A97R2A281R1A8R1A494
III	1675296	13783502	E564	1	1767	1776	2.44255800792	8	R20A4R312A2R397A1R913A2R125
IV	57787	847263	E564	2	36	36	2.13888888889	0	A36
IV	858140	17491919	E564	1	4015	4036	2.47820672478	20	R33A1R1011A2R2A2R169A1R649A3R5A2R6A1R238A3R1A5R501A1R1400
V	396	2826988	E564	1	2145	2156	2.3641025641	10	R3A2R62A5R1123A1R653A1R1A2R303
V	2829423	20921003	E564	2	7439	7497	2.63691356365	72	A52R1A346R1A359R1A192R1A70R2A61R1A6R1A78R2A1R1A191R1A223R1A1217R2A109R2A119R1A61R1A100R1A281R1A11R1A268R7A71R4A81R1A787R2A959R2A22R1A29R1A56R1A12R2A33R1A320R1A18R1A17R2A4R1A18R3A30R1A41R4A139R1A1057
X	5163	4752275	E564	1	1000	1002	2.408	4	R364A1R430A1R206
X	4759896	4864303	E564	2	35	35	1.6	0	A35
X	4868477	6379919	E564	1	388	388	2.00773195876	0	R388
X	6388697	14971326	E564	2	1432	1435	2.76815642458	6	A363R1A354R1A177R1A538
X	14985167	17709225	E564	1	454	454	2.42731277533	0	R454
I	1713	15058691	E565	2	4753	4795	2.34315169367	72	A10R1A72R1A31R1A139R2A276R1A117R1A84R1A92R1A52R2A388R1A120R1A71R1A10R1A46R1A33R1A127R1A17R1A294R1A251R1A95R1A401R1A6R1A151R2A400R1A75R1A33R1A12R2A101R1A430R3A64R1A166R1A133R1A2R1A17R1A210R1A31R1A196
II	1759	15276725	E565	2	7526	7597	2.68256710072	90	A91R1A4R1A197R3A101R3A77R1A122R2A7R2A651R1A173R1A243R1A1024R2A80R1A7R1A465R2A2R1A194R1A645R1A339R1A18R1A115R1A324R1A6R3A8R1A211R2A315R1A78R1A136R1A22R2A157R2A90R1A135R2A18R1A30R1A56R1A148R4A372R5A86R4A6R1A163R1A13R1A163R3A273R1A27R1A71R1A61R1A2
III	3773	11524792	E565	1	4415	4420	2.65821064553	7	R3338A2R103A1R516A1R458A1
III	11525204	13780910	E565	2	718	722	2.78551532033	7	R1A358R1A266R1A54R1A40
IV	57787	2083223	E565	2	450	463	2.42	18	A27R1A4R1A127R1A15R1A57R2A1R1A2R2A56R3A141R1A20
IV	2087592	4644715	E565	1	1558	1562	2.70988446727	2	R302A4R1256
IV	4693652	9096604	E565	2	982	993	2.71792260692	22	A3R1A125R1A225R1A5R1A224R1A7R1A1R1A2R1A1R1A313R1A33R1A43
IV	9108309	17491919	E565	1	3205	3210	2.60280811232	10	R333A1R472A1R237A1R1071A1R809A1R283
V	396	4152087	E565	2	3884	3906	2.64366632338	24	A2R1A945R2A164R1A266R1A746R2A28R1A194R2A1R3A15R2A218R1A437R4A255R2A613
V	4170426	20923490	E565	1	16547	16574	2.72411917568	28	R426A3R1515A1R1558A2R374A1R1245A1R425A1R4389A1R3A1R546A1R606A1R1575A11R2A1R292A1R962A1R2629
X	5163	4752850	E565	1	1691	1693	2.43583678297	4	R667A1R611A1R413
X	4759896	4864303	E565	2	65	65	2.43076923077	0	A65
X	4868477	13491271	E565	1	2535	2539	2.52938856016	4	R551A2R1180A2R804
X	13504883	17717342	E565	2	1371	1377	2.95404814004	12	A460R1A312R1A192R1A334R1A22R1A2R1A49
I	855	15050205	E566	1	4700	4705	2.33404255319	8	R1452A1R571A1R720A2R131A1R1826
II	2118	15276386	E566	1	8377	8387	2.59949862719	16	R269A3R2A1R2620A1R162A1R1674A1R459A1R788A1R2254A1R149
III	3773	13783502	E566	1	4103	4108	2.66609797709	8	R257A1R646A2R1539A1R671A1R990
IV	69253	4836799	E566	1	1713	1713	2.56392294221	0	R1713
IV	4891802	16522781	E566	2	2534	2571	2.78966061563	58	A121R1A327R2A13R3A2R4A66R1A103R1A67R1A11R1A1R1A8R1A14R1A56R1A182R1A28R1A81R1A2R2A135R1A112R1A46R1A28R1A63R1A130R1A71R1A373R1A58R1A103R2A182R1A69R1A24R1A58
IV	16529094	17491610	E566	1	299	299	3.02341137124	0	R299
V	960	20922076	E566	1	17834	17850	2.77206459572	26	R4930A3R2440A1R74A1R214A1R993A1R319A1R1A1R3541A2R1A1R3A1R282A1R2965A1R100A1R1971
X	5163	4752403	E566	1	1414	1416	2.96322489392	4	R13A1R37A1R1364
X	4759896	4863802	E566	2	48	48	2.6875	0	A48
X	4865504	10796109	E566	1	1571	1573	2.9847231063	2	R1456A2R115
X	10799923	14073209	E566	2	587	593	2.75298126065	2	A203R6A384
X	14077223	17717342	E566	1	1104	1104	2.82699275362	0	R1104
I	1713	15051207	E567	2	1298	1314	1.81355932203	24	A41R1A107R1A14R1A29R1A113R1A97R1A113R2A15R1A119R1A382R4A69R1A137R1A62
II	7241	1857282	E567	1	844	849	1.53436018957	6	R98A3R1A1R741A1R4
II	1857345	1860302	E567	2	14	14	1.85714285714	0	A14
II	1860465	15275115	E567	1	2394	2397	1.69883040936	6	R528A1R952A1R838A1R76
III	7042	1826973	E567	2	505	509	1.8099009901	6	A114R2A144R1A144R1A103
III	1836226	2988162	E567	1	89	89	1.80898876404	0	R89
III	3055905	7537717	E567	2	182	184	1.66483516484	2	A173R2A9
III	7543898	12446670	E567	1	406	406	1.6724137931	0	R406
III	12482111	13780512	E567	2	67	70	1.5223880597	2	A17R3A50
IV	385258	17490756	E567	1	2026	2037	1.98025666338	8	R275A1R767A1R40A8R256A1R688
V	10478	2756962	E567	1	1029	1031	2.06608357629	4	R30A1R1A1R998
V	2758125	3768425	E567	2	259	261	1.96138996139	4	A73R1A181R1A5
V	3771684	17841801	E567	1	4317	4327	1.85244382673	16	R169A1R305A2R1046A1R392A1R145A2R1424A1R1A1R3A1R832
V	17869043	18623068	E567	2	164	164	1.82926829268	0	A164
V	18637148	20918816	E567	1	1057	1057	1.9243140965	0	R1057
X	5201	5019773	E567	1	552	565	1.94927536232	6	R202A1R3A1R335A11R12
X	5034966	17694008	E567	2	1034	1040	2.03771760155	10	A166R1A39R1A229R1A125R2A453R1A22
I	6313	12161600	E568	2	1970	1997	2.13045685279	32	A116R1A180R2A62R1A106R1A163R3A227R1A108R1A374R1A186R1A38R1A45R1A79R1A134R1A40R2A84R5A4R4A24
I	12166004	15058920	E568	1	1024	1024	1.8984375	0	R1024
II	943	15276962	E568	1	6438	6446	2.19338303821	12	R207A2R2A1R3A1R3877A1R560A2R1618A1R171
III	3773	13783502	E568	1	3493	3504	2.27225880332	4	R1717A10R957A1R819
IV	68361	1225032	E568	2	80	80	3.1125	0	A80
IV	1237019	17488212	E568	1	3946	3962	2.46325392803	14	R459A2R5A1R580A1R661A1R290A8R188A1R1248A2R515
V	396	4635393	E568	1	3668	3673	2.49018538713	6	R2A2R1319A1R1573A2R774
V	4684567	14831980	E568	2	2349	2368	2.7858663261	20	A48R1A368R5A4R1A388R1A1R2A619R1A167R1A262R4A270R1A114R2A108
V	14847887	20920888	E568	1	7082	7086	2.50522451285	8	R227A1R2694A1R1A1R2246A1R1914
X	21056	8508173	E568	2	1574	1584	2.41168996188	14	A21R2A314R1A55R1A319R1A1R1A5R3A561R1A298
X	8530476	12606619	E568	1	611	613	2.28150572831	2	R286A2R325
X	12616383	17717342	E568	2	922	924	2.47180043384	4	A685R1A7R1A230
I	855	14991151	E569	1	1152	1160	1.8984375	12	R255A3R231A1R185A1R34A1R21A1R209A1R217
II	943	3082416	E569	1	1033	1055	1.69119070668	14	R99A1R2A2R515A1R2A6R1A4R226A6R163A2R25
II	3098898	12984833	E569	2	754	757	1.55437665782	6	A574R1A85R1A3R1A92
II	13034296	15275094	E569	1	268	274	1.6828358209	4	R56A5R146A1R66
III	8023	11762232	E569	2	712	723	1.68398876404	10	A217R1A1R4A76R1A232R2A1R3A185
III	11784159	13783502	E569	1	175	179	1.78857142857	6	R86A2R27A1R17A1R45
IV	77451	17491610	E569	2	944	962	1.65677966102	30	A43R1A9R1A10R1A6R1A120R1A208R1A3R1A44R1A18R1A63R1A5R1A3R1A205R1A57R1A62R4A88
V	396	20920613	E569	2	2767	2805	1.82471991326	36	A204R2A112R1A389R4A6R1A113R5A565R3A50R1A80R1A90R2A91R2A19R1A281R1A210R1A36R9A81R1A19R1A2R1A121R1A298
X	28025	13309014	E569	2	726	735	1.87327823691	16	A49R1A37R1A9R1A103R2A2R1A293R1A160R1A20R1A53
X	13315009	17701401	E569	1	357	357	1.90756302521	0	R357
I	1713	15059713	E56	1	6025	6032	2.58273858921	10	R1464A2R1138A1R813A1R72A2R187A1R2351
II	943	1857282	E56	1	2468	2476	2.67706645057	8	R355A1R3A3R1A2R1108A2R1001
II	1857375	1857879	E56	2	25	26	3.2	2	A7R1A18
II	1858312	15276962	E56	1	8077	8088	2.99814287483	18	R9A2R1413A1R328A2R1744A1R3A1R637A1R174A1R725A1R2865A1R179
III	4005	13780512	E56	2	4325	4355	2.87445086705	44	A297R1A312R1A26R2A6R1A1R1A4R2A136R2A273R1A2R1A100R1A392R1A32R2A155R1A12R1A515R2A467R2A2R2A59R1A27R1A832R1A582R2A40R1A53
IV	57787	17491919	E56	1	6840	6860	3.22236842105	28	R688A1R1A1R1154A1R48A2R4A2R1686A1R7A3R1A2R2A2R277A1R594A1R150A1R891A1R304A1R1033
V	493	7752939	E56	2	6370	6403	3.07833594976	44	A38R1A796R1A184R1A48R2A1291R1A16R1A334R3A33R1A26R1A288R1A892R1A51R1A209R1A140R1A11R1A108R2A20R3A108R2A1R2A8R1A2R3A231R2A1535
V	7755002	20923490	E56	1	13047	13059	3.0370200046	18	R74A2R342A1R1540A1R1A1R4218A3R3A1R2799A1R1337A1R1477A1R1256
X	5163	4752850	E56	1	1683	1684	2.83600713012	2	R686A1R997
X	4758185	4863620	E56	2	57	57	2.64912280702	0	A57
X	4864726	17717342	E56	1	4002	4007	2.76661669165	8	R1741A1R426A2R1289A1R326A1R220
I	1713	15058920	E570	1	2028	2039	1.96992110454	12	R414A3R9A3R413A1R332A1R29A2R54A1R777
II	943	11335235	E570	1	3449	3468	1.92142650043	20	R143A1R1A1R1A2R1074A1R186A2R7A5R4A1R20A4R1279A1R407A1R327
II	11374990	15276725	E570	2	673	679	1.93164933135	10	A16R1A89R1A7R1A313R2A161R1A87
III	3773	13783502	E570	1	1866	1872	1.99035369775	4	R801A5R642A1R423
IV	70396	17491610	E570	2	1925	1964	2.25714285714	64	A8R1A41R1A44R1A64R1A82R1A15R1A183R1A50R1A97R1A133R1A21R1A2R1A4R3A91R2A44R1A6R2A8R3A42R1A65R1A46R1A65R1A66R1A111R1A49R1A1R1A112R1A169R2A42R1A116R1A18R1A20R1A36R1A74
V	493	12046793	E570	1	4070	4074	2.08157248157	8	R915A1R1466A1R1311A1R162A1R216
V	12056031	20900698	E570	2	2983	3012	2.05028494804	44	A319R1A48R1A65R2A156R1A56R1A193R4A688R1A28R1A369R1A180R2A1R2A73R1A2R1A33R1A64R1A10R1A59R1A135R1A6R1A97R1A55R2A334R1A12
X	26182	5286646	E570	2	674	680	2.22700296736	10	A173R1A90R1A160R1A1R1A1R2A249
X	5323159	10455549	E570	1	651	652	2.27803379416	2	R641A1R10
X	10476861	17705273	E570	2	802	806	2.25561097257	6	A113R2A24R1A538R1A127
I	855	12936127	E571	1	1714	1721	2.00583430572	8	R571A1R332A1R345A2R57A3R409
I	12942790	14998648	E571	2	291	292	2.01374570447	2	A94R1A197
II	943	2499974	E571	1	1587	1611	1.82734719597	14	R117A3R214A1R732A3R9A1R1A9R8A6R53A1R453
II	2539637	15276725	E571	2	2006	2026	2.06181455633	28	A226R1A433R1A358R5A3R1A10R1A178R1A70R1A327R1A44R2A11R1A32R2A31R1A94R1A105R1A84
III	4070	1987327	E571	2	589	597	1.85908319185	10	A283R2A1R2A3R2A61R1A171R1A70
III	2009740	11576288	E571	1	735	736	1.79047619048	2	R380A1R355
III	11593852	11801666	E571	2	16	16	1.5625	0	A16
III	11833618	13783502	E571	1	216	216	1.93981481481	0	R216
IV	324238	4879787	E571	2	574	583	2.06097560976	12	A114R1A31R1A23R3A5R2A126R1A65R1A210
IV	4992585	17490756	E571	1	1619	1633	2.21927115503	16	R325A1R122A1R3A4R1A1R1A3R188A2R102A1R735A1R142
V	493	10220682	E571	2	2345	2362	2.09125799574	24	A384R1A228R1A214R1A6R1A498R2A11R2A105R1A29R1A53R2A81R1A209R3A410R1A117
V	10227858	20915505	E571	1	4953	4956	2.01130627902	6	R26A1R2366A1R1A1R2560
X	5163	4752850	E571	1	671	674	2.05812220566	4	R264A2R4A1R403
X	4759896	4862617	E571	2	26	26	1.73076923077	0	A26
X	4865504	5259362	E571	1	83	83	2.06024096386	0	R83
X	5310868	17717342	E571	2	1244	1250	2.18247588424	12	A72R1A568R1A18R1A175R1A312R1A71R1A28
I	855	3454973	E572	1	708	718	2.20480225989	6	R247A3R118A3R118A4R225
I	3496076	13604970	E572	2	1018	1034	1.8742632613	22	A184R1A73R1A32R1A104R2A134R1A7R1A109R2A67R1A36R1A112R4A115R1A45
I	13631100	15059494	E572	1	251	251	1.86055776892	0	R251
II	6368	15276962	E572	1	4232	4248	1.952268431	20	R141A1R2A5R232A1R1087A2R3A2R3A1R53A1R1193A1R1133A1R161A1R224
III	3683	13783502	E572	1	2332	2338	1.99313893654	10	R1128A1R1A1R182A2R228A1R280A1R513
IV	304776	12581353	E572	1	1577	1597	2.22574508561	16	R149A1R244A1R67A1R247A1R461A6R193A3R1A6R197A1R18
IV	12747302	17490756	E572	2	770	778	2.01168831169	16	A116R1A83R1A144R1A42R1A39R1A42R1A8R1A146R1A150
V	396	1976626	E572	1	970	973	1.96907216495	2	R48A3R922
V	1979458	20921615	E572	2	5525	5561	2.05429864253	44	A84R4A79R2A461R1A342R2A4R2A164R1A62R1A728R1A42R1A122R1A397R1A129R2A249R1A163R6A1R3A2R1A782R1A706R1A217R1A92R1A92R1A251R1A356
X	20088	11164709	E572	2	1283	1302	2.22291504287	21	R2A149R2A31R1A29R2A1R2A30R1A200R1A2R4A1R2A575R1A71R1A194
X	11223832	17717342	E572	1	775	777	2.31870967742	4	R194A1R380A1R201
I	855	15068010	E573	1	4694	4703	2.38176395398	15	R541A1R1455A1R716A1R67A2R122A1R20A1R5A1R1768A1
II	943	12826471	E573	1	7737	7768	2.63228641592	26	R302A3R2A1R1891A3R3A2R2A2R4A6R1A1R84A2R2A3R196A1R1129A2R1894A2R2155A3R72
II	12829939	13390622	E573	2	173	174	2.39306358382	2	A161R1A12
II	13392936	15276725	E573	1	952	954	2.49264705882	4	R399A1R324A1R229
III	3683	11686206	E573	2	2920	2940	2.79109589041	26	A840R1A62R2A261R1A47R4A47R2A297R1A274R1A11R1A100R1A106R1A150R1A470R3A141R1A114
III	11689905	13783502	E573	1	618	618	2.50485436893	0	R618
IV	57787	17491919	E573	1	5286	5309	2.72587968218	16	R1341A6R732A1R10A4R327A1R263A3R2A6R651A1R1603A1R357
V	396	5585155	E573	2	3562	3583	2.98203256597	20	A54R1A1375R1A154R3A478R5A278R1A286R1A338R1A386R2A1R5A104R1A108
V	5590338	20922076	E573	1	13450	13461	2.78669144981	18	R1137A1R1399A2R74A1R243A1R1419A1R3535A2R1A1R3A1R2389A1R3250
X	5163	4165450	E573	1	1186	1188	2.90978077572	4	R92A1R492A1R602
X	4171941	17717342	E573	2	3238	3255	2.96263125386	26	A33R1A730R1A442R1A144R1A186R2A246R1A83R1A8R3A36R1A217R1A328R1A130R2A601R1A54
I	855	12864455	E574	1	1939	1955	2.04280556988	14	R40A1R434A1R14A8R1A2R504A1R356A1R24A2R566
I	12869062	13384780	E574	2	121	121	2.05785123967	0	A121
I	13385960	15068010	E574	1	308	309	1.96428571429	1	R308A1
II	943	1857235	E574	1	1091	1098	1.8900091659	7	R127A3R2A1R869A1R93A2
II	1857249	1857782	E574	2	16	18	1.9375	1	R2A16
II	1858127	15276962	E574	1	3371	3379	2.03144467517	8	R1189A2R558A1R1205A4R319A1R100
III	8220	2324973	E574	2	758	766	2.04353562005	10	A331R2A2R1A6R2A167R1A111R2A141
III	2377427	13783502	E574	1	1171	1173	2.2877882152	4	R274A1R804A1R93
IV	604472	16113827	E574	1	2438	2453	2.20344544709	10	R1200A1R60A1R47A5R115A3R1A5R1015
IV	16148007	17490756	E574	2	217	221	2.15668202765	8	A44R1A3R1A38R1A41R1A91
V	405	2947511	E574	1	1418	1424	2.08603667137	8	R2A1R754A1R245A1R202A3R215
V	2951543	17979099	E574	2	3897	3916	2.17577623813	30	A625R1A125R1A72R1A24R1A85R1A45R1A1120R1A259R1A15R1A217R2A32R1A166R2A23R2A892R2A141R1A56
V	17989759	20923490	E574	1	1563	1570	2.22776711452	10	R75A3R42A1R340A1R59A1R428A1R619
X	5163	3061509	E574	1	533	535	2.30769230769	4	R338A1R15A1R180
X	3076279	8224134	E574	2	679	687	2.34609720177	8	A75R1A20R4A4R2A457R1A123
X	8227278	9304729	E574	1	152	152	1.85526315789	0	R152
X	9355605	17717342	E574	2	909	914	2.05390539054	8	A256R1A171R1A453R2A2R1A27
I	1713	15042527	E575	1	3300	3304	2.12878787879	8	R194A1R1154A1R565A1R97A1R1290
II	943	12519083	E575	2	3285	3308	2.16560121766	32	A61R1A124R1A327R2A253R2A10R1A202R3A417R1A225R1A447R2A114R1A56R2A14R1A227R2A131R1A163R1A379R1A135
II	12530571	15276962	E575	1	833	834	1.97238895558	2	R699A1R134
III	4460	13780910	E575	1	3035	3036	2.48797364086	2	R1617A1R1418
IV	57787	16241767	E575	1	3567	3581	2.36389122512	13	R350A1R669A3R1063A3R1A2R1A3R1050A1R433A1
IV	16242357	17491610	E575	2	278	283	2.48201438849	7	R1A129R2A37R1A1R1A111
V	396	20923490	E575	1	13173	13190	2.21961588097	28	R3A2R3557A1R88A2R790A1R1057A1R192A1R28A1R735A2R232A1R1A1R2655A1R1A1R3A1R381A1R3450
X	5201	4752198	E575	1	987	989	2.27862208713	4	R405A1R6A1R576
X	4759636	4862932	E575	2	34	34	2.23529411765	0	A34
X	4870099	13023562	E575	1	1431	1439	2.071278826	6	R1039A2R191A5R41A1R160
X	13025123	17717342	E575	2	863	866	1.98377752028	6	A303R1A337R1A187R1A36
I	855	15058920	E576	1	4267	4272	2.32552144364	6	R1811A1R654A2R122A2R1680
II	2118	11893108	E576	2	4482	4523	2.3922356091	48	A181R1A78R1A2R1A98R1A4R1A401R2A265R2A18R1A1R1A52R1A2R3A15R2A136R1A29R1A14R1A175R3A1644R2A235R5A3R2A63R1A265R5A158R1A314R1A137R1A192
II	11896373	15276386	E576	1	1456	1458	2.78296703297	4	R546A1R778A1R132
III	3773	12529531	E576	1	3707	3708	2.60722956569	2	R2353A1R1354
III	12530514	13783502	E576	2	187	190	2.55614973262	6	A16R1A9R1A98R1A64
IV	168873	2207143	E576	2	373	386	2.65415549598	20	A15R1A116R1A75R2A2R2A5R1A5R1A1R1A38R1A9R1A44R2A63
IV	2212020	17491919	E576	1	4416	4440	2.60280797101	18	R337A1R463A4R1A4R665A4R617A3R1A2R1A4R230A1R1068A1R1033
V	396	7233355	E576	2	3596	3633	2.48998887653	36	A363R1A272R2A805R2A217R1A463R1A226R1A68R4A419R1A46R2A15R2A8R2A1R5A279R1A94R1A17R1A78R2A3R6A6R2A216
V	7236757	20923490	E576	1	11721	11738	2.3908369593	24	R1853A1R955A1R310A1R1A1R3370A2R1A1R973A2R648A1R589A1R3A3R962A1R902A2R1154
X	20110	20110	E576	1	1	1	1.0	0	R1
X	25959	1710796	E576	2	368	371	2.32065217391	6	A83R1A140R1A143R1A2
X	1744686	4752850	E576	1	808	809	2.40594059406	2	R44A1R764
X	4759896	4862932	E576	2	43	43	2.41860465116	0	A43
X	4868477	6232751	E576	1	413	413	2.40677966102	0	R413
X	6256790	17709225	E576	2	2348	2360	2.67206132879	16	A516R1A81R1A459R2A16R1A261R1A542R1A184R1A237R4A52
I	855	11128930	E577	1	2355	2369	2.25350318471	10	R845A1R1A8R3A1R819A1R663A3R24
I	11147861	14637770	E577	2	1149	1172	2.18885987815	26	A45R1A38R1A181R1A74R2A8R5A6R1A173R1A36R1A31R4A91R1A298R1A33R2A119R2A16
I	14638085	15034274	E577	1	141	141	2.36170212766	0	R141
II	1759	591211	E577	1	111	111	2.02702702703	0	R111
II	606293	15275133	E577	2	4960	5021	2.34596774194	83	A260R1A72R1A68R1A141R1A218R1A16R1A48R11A268R1A152R1A222R2A6R2A39R1A127R2A95R1A1R2A293R1A59R1A163R3A274R1A19R2A58R1A85R1A130R2A79R1A214R1A595R1A106R1A61R1A111R2A10R1A20R1A366R1A43R1A4R1A14R1A29R1A1R1A30R1A380R1A24R1A32R1A27R1
III	3823	4683215	E577	1	2069	2069	2.75592073465	0	R2069
III	4691503	11187566	E577	2	783	793	2.56577266922	16	A138R1A32R1A20R2A56R1A56R2A33R1A39R1A285R1A124
III	11213796	13780910	E577	1	552	552	2.34601449275	0	R552
IV	57787	17490756	E577	2	3711	3772	2.33575855565	98	A127R1A26R1A19R2A17R1A2R1A17R2A30R1A43R1A7R1A14R1A9R1A10R2A8R1A5R1A3R1A84R2A83R1A50R1A13R2A11R1A1R1A95R1A38R2A849R1A1R1A1R2A259R2A13R1A1R1A23R1A63R1A144R1A127R1A115R1A128R1A40R1A187R1A244R3A179R1A93R2A25R1A55R1A96R1A54R1A1R1A16R2A1R1A155R1A11R1A118
V	705	721	E577	2	2	2	3.5	0	A2
V	960	14621432	E577	1	7773	7785	2.34130966165	14	R80A4R1662A3R324A1R782A1R1932A1R646A1R1430A1R917
V	14627563	19241223	E577	2	3910	3963	2.26086956522	60	A87R1A17R1A18R1A2R1A127R1A176R2A46R2A85R1A289R5A68R9A1R4A119R1A1435R1A246R3A127R1A40R1A403R1A88R1A6R1A35R5A110R1A104R1A1R1A6R1A15R1A109R1A1R1A112R1A2R1A9R1A26
V	19249906	20923490	E577	1	1711	1711	2.29690239626	0	R1711
X	5163	4752072	E577	1	1187	1189	2.16090985678	4	R473A1R1A1R713
X	4758185	4862932	E577	2	30	31	1.66666666667	2	A3R1A27
X	4870705	6966684	E577	1	520	520	2.21538461538	0	R520
X	6974890	10235123	E577	2	593	596	2.17032040472	6	A318R1A57R1A115R1A103
X	10238210	11844989	E577	1	319	319	2.53605015674	0	R319
X	11876729	17717342	E577	2	1186	1197	2.47217537943	12	A15R2A27R1A527R1A553R1A15R5A13R1A36
I	855	15058920	E578	1	3316	3324	2.1712907117	12	R439A1R255A1R1A1R705A1R568A3R1184A1R164
II	2118	2987373	E578	1	2604	2618	2.12288786482	16	R146A2R6A2R1344A1R553A1R1A1R3A5R245A1R135A1R171
II	2995913	15271135	E578	2	2699	2722	2.21489440534	28	A329R1A333R2A134R1A77R2A278R1A66R7A3R1A268R2A27R1A142R1A3R1A150R1A368R1A214R1A307
III	3683	1463846	E578	1	1360	1360	2.55073529412	0	R1360
III	1472156	2986965	E578	2	182	185	2.36813186813	6	A67R1A8R1A72R1A35
III	3003356	13780910	E578	1	1410	1422	2.45815602837	6	R84A2R161A1R856A9R309
IV	333320	1392922	E578	2	122	122	2.52459016393	0	A122
IV	1404519	2143181	E578	1	195	195	2.07692307692	0	R195
IV	2147622	8993590	E578	2	1027	1051	2.25024342746	36	A5R2A13R3A46R1A28R1A47R1A9R1A40R1A138R1A14R1A16R1A253R1A200R1A5R2A6R2A27R1A86R2A59R1A12R1A23
IV	9041484	17491919	E578	1	1872	1874	2.49305555556	4	R190A1R247A1R1435
V	396	10136643	E578	1	5570	5580	2.34165170557	16	R2A1R57A1R1119A1R110A1R163A1R2102A3R266A1R1549A1R202
V	10190815	20922076	E578	2	4763	4809	2.63909300861	62	A22R1A3R1A671R1A189R1A22R1A213R1A3R1A1R3A66R1A169R5A5R2A46R6A136R2A1157R1A410R1A101R1A18R1A65R2A71R1A7R2A243R1A2R1A141R1A79R1A92R1A145R1A41R1A13R1A206R1A127R1A194R1A105
X	5163	4751246	E578	1	1008	1010	2.83531746032	4	R47A1R362A1R599
X	4759896	4863620	E578	2	28	28	1.75	0	A28
X	4869091	17709225	E578	1	2277	2285	2.44751866491	10	R318A2R702A2R241A2R962A1R11A1R43
I	855	11506809	E579	1	7642	7652	3.90225071971	14	R793A1R1848A1R130A1R2612A1R1833A3R332A1R61A2R33
I	11508373	15059494	E579	2	3852	3885	4.03400830737	46	A425R1A462R1A12R2A3R1A14R3A174R1A302R1A127R1A105R4A176R1A408R1A373R1A156R2A1R2A134R1A66R1A3R1A59R2A162R1A172R1A115R1A25R1A7R2A371
